,season,Opponent DRtg/A,shot_distance,left_side,middle,right_side,moving,playoffs,home,segababa,Dunk or Layup,shot_made_flag,total_seconds_remaining
8972,10,107.83,393.0,0,0,1,0,0,1,0,0,0.0,208
8961,10,107.83,0.0,0,1,0,1,0,1,0,1,1.0,1845
8952,10,107.83,151.0,1,0,0,0,0,1,0,0,0.0,2808
8954,10,107.83,385.0,0,0,1,0,0,1,0,0,1.0,2672
8955,10,107.83,59.0,1,0,0,0,0,1,0,0,1.0,2570
8956,10,107.83,22.0,1,0,0,0,0,1,0,0,0.0,2539
8953,10,107.83,0.0,0,1,0,1,0,1,0,1,0.0,2687
8958,10,107.83,360.0,0,0,1,0,0,1,0,0,0.0,2272
8959,10,107.83,0.0,0,1,0,0,0,1,0,1,1.0,2171
8960,10,107.83,268.0,0,0,1,0,0,1,0,0,0.0,1875
8962,10,107.83,0.0,0,1,0,1,0,1,0,1,1.0,1816
8986,10,108.29,112.0,0,1,0,0,0,1,0,0,1.0,426
8993,10,108.29,328.0,0,0,1,0,0,1,0,0,0.0,31
8992,10,108.29,82.0,1,0,0,0,0,1,0,0,0.0,113
8991,10,108.29,0.0,0,1,0,0,0,1,0,1,1.0,147
8989,10,108.29,63.0,1,0,0,0,0,1,0,0,0.0,266
8988,10,108.29,261.0,0,1,0,0,0,1,0,0,1.0,308
8987,10,108.29,45.0,0,1,0,0,0,1,0,0,0.0,365
8985,10,108.29,81.0,1,0,0,0,0,1,0,0,0.0,446
8983,10,108.29,182.0,1,0,0,0,0,1,0,0,1.0,918
8982,10,108.29,359.0,0,0,1,0,0,1,0,0,0.0,1127
8981,10,108.29,2.0,1,0,0,0,0,1,0,0,1.0,1186
8980,10,108.29,258.0,0,0,1,0,0,1,0,0,0.0,1441
8977,10,108.29,342.0,0,0,1,0,0,1,0,0,1.0,2190
8976,10,108.29,0.0,0,1,0,0,0,1,0,1,1.0,2385
8975,10,108.29,61.0,0,1,0,0,0,1,0,0,1.0,2849
8984,10,108.29,208.0,0,0,1,0,0,1,0,0,1.0,575
9011,10,112.56,255.0,0,0,1,0,0,0,1,0,0.0,1264
9012,10,112.56,187.0,0,1,0,1,0,0,1,0,1.0,1153
9013,10,112.56,327.0,0,0,1,0,0,0,1,0,1.0,1103
9014,10,112.56,155.0,0,1,0,0,0,0,1,0,1.0,1006
9015,10,112.56,362.0,0,0,1,0,0,0,1,0,0.0,842
9020,10,112.56,344.0,0,0,1,0,0,0,1,0,0.0,46
9017,10,112.56,77.0,0,1,0,1,0,0,1,0,0.0,288
9018,10,112.56,178.0,0,1,0,0,0,0,1,0,1.0,200
9019,10,112.56,73.0,0,1,0,0,0,0,1,0,0.0,166
9021,10,112.56,347.0,0,0,1,0,0,0,1,0,0.0,4
9010,10,112.56,167.0,0,1,0,0,0,0,1,0,0.0,1328
9016,10,112.56,152.0,0,1,0,0,0,0,1,0,1.0,392
9009,10,112.56,240.0,0,0,1,0,0,0,1,0,1.0,1354
9007,10,112.56,311.0,0,0,1,0,0,0,1,0,0.0,1490
8996,10,112.56,153.0,1,0,0,0,0,0,1,0,0.0,2188
8998,10,112.56,122.0,0,0,1,0,0,0,1,0,0.0,1941
9008,10,112.56,199.0,0,1,0,0,0,0,1,0,1.0,1386
9002,10,112.56,0.0,0,1,0,1,0,0,1,1,0.0,1806
9003,10,112.56,342.0,0,0,1,0,0,0,1,0,0.0,1780
9004,10,112.56,0.0,0,1,0,0,0,0,1,1,0.0,1725
9005,10,112.56,54.0,1,0,0,0,0,0,1,0,0.0,1590
9006,10,112.56,47.0,0,1,0,0,0,0,1,0,1.0,1562
9050,10,106.74,191.0,1,0,0,0,0,0,0,0,1.0,116
9038,10,106.74,233.0,0,1,0,0,0,0,0,0,1.0,974
9039,10,106.74,23.0,0,1,0,1,0,0,0,1,0.0,891
9040,10,106.74,38.0,1,0,0,0,0,0,0,0,0.0,828
9041,10,106.74,45.0,1,0,0,0,0,0,0,0,1.0,779
9042,10,106.74,51.0,1,0,0,0,0,0,0,0,0.0,735
9046,10,106.74,310.0,0,0,1,0,0,0,0,0,0.0,469
9044,10,106.74,113.0,1,0,0,0,0,0,0,0,0.0,539
9045,10,106.74,30.0,0,1,0,0,0,0,0,1,1.0,517
9047,10,106.74,1.0,0,1,0,0,0,0,0,0,0.0,381
9048,10,106.74,56.0,1,0,0,0,0,0,0,0,1.0,302
9043,10,106.74,157.0,1,0,0,0,0,0,0,0,0.0,557
9036,10,106.74,0.0,0,1,0,0,0,0,0,0,0.0,1284
9034,10,106.74,48.0,1,0,0,0,0,0,0,0,1.0,1395
9035,10,106.74,179.0,1,0,0,0,0,0,0,0,0.0,1319
9022,10,106.74,133.0,1,0,0,0,0,0,0,0,0.0,2859
9024,10,106.74,18.0,1,0,0,0,0,0,0,0,1.0,2433
9027,10,106.74,165.0,1,0,0,0,0,0,0,0,0.0,2287
9029,10,106.74,203.0,0,0,1,0,0,0,0,0,1.0,2162
9030,10,106.74,403.0,0,0,1,0,0,0,0,0,0.0,2160
9031,10,106.74,6.0,1,0,0,0,0,0,0,0,1.0,2002
9032,10,106.74,189.0,1,0,0,0,0,0,0,0,0.0,1927
9028,10,106.74,46.0,0,1,0,0,0,0,0,0,1.0,2223
9068,10,104.15,101.0,1,0,0,0,0,1,1,0,1.0,992
9076,10,104.15,92.0,0,0,1,0,0,1,1,0,0.0,216
9066,10,104.15,288.0,0,0,1,0,0,1,1,0,1.0,1104
9067,10,104.15,135.0,0,0,1,0,0,1,1,0,0.0,1021
9069,10,104.15,73.0,1,0,0,0,0,1,1,0,0.0,506
9065,10,104.15,159.0,1,0,0,0,0,1,1,0,1.0,1135
9071,10,104.15,64.0,1,0,0,0,0,1,1,0,0.0,328
9072,10,104.15,189.0,1,0,0,0,0,1,1,0,1.0,325
9073,10,104.15,0.0,0,1,0,0,0,1,1,1,0.0,292
9074,10,104.15,160.0,0,1,0,0,0,1,1,0,0.0,279
9075,10,104.15,29.0,1,0,0,0,0,1,1,0,1.0,249
9070,10,104.15,0.0,0,1,0,0,0,1,1,1,1.0,406
9064,10,104.15,84.0,1,0,0,0,0,1,1,0,0.0,1239
9061,10,104.15,109.0,1,0,0,0,0,1,1,0,0.0,1829
9062,10,104.15,232.0,0,0,1,0,0,1,1,0,0.0,1391
9052,10,104.15,0.0,0,1,0,0,0,1,1,1,1.0,2573
9054,10,104.15,268.0,0,0,1,0,0,1,1,0,0.0,2342
9055,10,104.15,145.0,1,0,0,0,0,1,1,0,1.0,2308
9063,10,104.15,72.0,1,0,0,0,0,1,1,0,1.0,1274
9057,10,104.15,141.0,0,1,0,0,0,1,1,0,1.0,2207
9058,10,104.15,137.0,0,1,0,0,0,1,1,0,1.0,2188
9059,10,104.15,7.0,1,0,0,0,0,1,1,0,0.0,1896
9060,10,104.15,0.0,0,1,0,0,0,1,1,1,0.0,1833
9056,10,104.15,23.0,0,1,0,0,0,1,1,1,1.0,2248
9095,10,100.38,0.0,0,1,0,1,0,1,0,1,1.0,1126
9097,10,100.38,176.0,0,1,0,0,0,1,0,0,0.0,1039
9099,10,100.38,0.0,0,1,0,0,0,1,0,1,1.0,918
9100,10,100.38,275.0,0,1,0,0,0,1,0,0,0.0,786
9101,10,100.38,136.0,1,0,0,0,0,1,0,0,1.0,720
9103,10,100.38,51.0,1,0,0,0,0,1,0,0,1.0,265
9093,10,100.38,58.0,0,1,0,0,0,1,0,0,0.0,1247
9104,10,100.38,319.0,0,1,0,0,0,1,0,0,1.0,229
9105,10,100.38,178.0,1,0,0,0,0,1,0,0,1.0,188
9106,10,100.38,348.0,0,0,1,0,0,1,0,0,1.0,153
9107,10,100.38,241.0,0,1,0,0,0,1,0,0,0.0,98
9102,10,100.38,401.0,0,0,1,0,0,1,0,0,0.0,370
9092,10,100.38,307.0,0,0,1,0,0,1,0,0,0.0,1272
9098,10,100.38,0.0,0,1,0,1,0,1,0,1,1.0,1014
9090,10,100.38,296.0,0,0,1,0,0,1,0,0,0.0,1334
9091,10,100.38,0.0,0,1,0,0,0,1,0,1,1.0,1310
9078,10,100.38,0.0,0,1,0,0,0,1,0,1,1.0,2464
9079,10,100.38,16.0,1,0,0,0,0,1,0,0,1.0,2355
9080,10,100.38,169.0,0,0,1,0,0,1,0,0,0.0,2327
9081,10,100.38,0.0,0,1,0,0,0,1,0,1,1.0,2317
9082,10,100.38,2.0,0,1,0,0,0,1,0,0,1.0,2287
9094,10,100.38,143.0,1,0,0,0,0,1,0,0,0.0,1183
9084,10,100.38,253.0,0,0,1,0,0,1,0,0,0.0,1829
9085,10,100.38,0.0,0,1,0,0,0,1,0,1,0.0,1795
9086,10,100.38,193.0,0,1,0,0,0,1,0,0,1.0,1766
9087,10,100.38,115.0,0,1,0,0,0,1,0,0,1.0,1567
9088,10,100.38,168.0,0,0,1,0,0,1,0,0,0.0,1477
9089,10,100.38,0.0,0,1,0,1,0,1,0,1,1.0,1440
9083,10,100.38,112.0,1,0,0,0,0,1,0,0,0.0,2180
9127,10,107.56,0.0,0,1,0,0,0,0,0,1,0.0,1120
9128,10,107.56,0.0,0,1,0,0,0,0,0,1,0.0,1095
9129,10,107.56,101.0,1,0,0,0,0,0,0,0,0.0,1053
9130,10,107.56,221.0,0,0,1,0,0,0,0,0,0.0,1025
9132,10,107.56,38.0,1,0,0,0,0,0,0,0,1.0,492
9133,10,107.56,112.0,0,1,0,0,0,0,0,0,0.0,469
9136,10,107.56,205.0,1,0,0,0,0,0,0,0,1.0,309
9137,10,107.56,0.0,0,1,0,0,0,0,0,1,1.0,287
9140,10,107.56,94.0,1,0,0,0,0,0,0,0,1.0,98
9126,10,107.56,90.0,0,1,0,0,0,0,0,0,1.0,1188
9134,10,107.56,217.0,0,0,1,0,0,0,0,0,0.0,429
9123,10,107.56,89.0,1,0,0,0,0,0,0,0,0.0,1386
9110,10,107.56,0.0,0,1,0,0,0,0,0,1,1.0,2821
9112,10,107.56,203.0,0,1,0,0,0,0,0,0,0.0,2760
9113,10,107.56,13.0,1,0,0,0,0,0,0,0,1.0,2525
9115,10,107.56,168.0,1,0,0,0,0,0,0,0,0.0,2455
9109,10,107.56,22.0,1,0,0,0,0,0,0,0,0.0,2843
9117,10,107.56,382.0,0,0,1,0,0,0,0,0,1.0,2243
9116,10,107.56,260.0,0,0,1,0,0,0,0,0,0.0,2275
9122,10,107.56,355.0,0,0,1,0,0,0,0,0,0.0,1539
9121,10,107.56,0.0,0,1,0,0,0,0,0,1,0.0,1603
9125,10,107.56,0.0,0,1,0,0,0,0,0,1,0.0,1323
9119,10,107.56,0.0,0,1,0,0,0,0,0,1,0.0,1705
9118,10,107.56,95.0,1,0,0,0,0,0,0,0,0.0,1882
9120,10,107.56,278.0,0,0,1,0,0,0,0,0,0.0,1683
9159,10,100.38,71.0,0,1,0,0,0,0,0,0,0.0,1026
9160,10,100.38,2.0,0,1,0,0,0,0,0,0,0.0,905
9161,10,100.38,23.0,1,0,0,0,0,0,0,0,0.0,811
9162,10,100.38,113.0,0,1,0,0,0,0,0,0,0.0,661
9163,10,100.38,34.0,1,0,0,0,0,0,0,0,0.0,504
9166,10,100.38,144.0,1,0,0,0,0,0,0,0,1.0,308
9168,10,100.38,18.0,0,1,0,0,0,0,0,1,1.0,207
9169,10,100.38,53.0,1,0,0,0,0,0,0,0,0.0,172
9170,10,100.38,39.0,1,0,0,0,0,0,0,0,1.0,149
9157,10,100.38,47.0,1,0,0,0,0,0,0,0,0.0,1322
9165,10,100.38,16.0,0,1,0,0,0,0,0,1,1.0,405
9167,10,100.38,15.0,1,0,0,0,0,0,0,0,0.0,225
9155,10,100.38,66.0,1,0,0,0,0,0,0,0,0.0,1500
9154,10,100.38,313.0,0,1,0,0,0,0,0,0,0.0,1538
9156,10,100.38,80.0,1,0,0,0,0,0,0,0,0.0,1440
9143,10,100.38,33.0,0,1,0,0,0,0,0,0,1.0,2351
9144,10,100.38,54.0,1,0,0,0,0,0,0,0,0.0,2278
9147,10,100.38,226.0,0,0,1,0,0,0,0,0,0.0,2147
9145,10,100.38,345.0,0,0,1,0,0,0,0,0,0.0,2184
9149,10,100.38,3.0,0,1,0,0,0,0,0,1,1.0,2060
9150,10,100.38,5.0,0,1,0,0,0,0,0,1,1.0,1982
9151,10,100.38,307.0,0,0,1,0,0,0,0,0,1.0,1732
9152,10,100.38,3.0,0,1,0,0,0,0,0,1,1.0,1692
9153,10,100.38,104.0,1,0,0,0,0,0,0,0,1.0,1586
9148,10,100.38,101.0,1,0,0,0,0,0,0,0,0.0,2086
9192,10,115.79,54.0,1,0,0,0,0,1,0,0,0.0,721
9187,10,115.79,94.0,0,0,1,0,0,1,0,0,1.0,1260
9188,10,115.79,165.0,1,0,0,0,0,1,0,0,0.0,1029
9189,10,115.79,0.0,0,1,0,0,0,1,0,1,0.0,842
9190,10,115.79,79.0,0,1,0,0,0,1,0,0,0.0,815
9193,10,115.79,0.0,0,1,0,0,0,1,0,1,1.0,336
9186,10,115.79,263.0,0,1,0,0,0,1,0,0,0.0,1440
9196,10,115.79,24.0,1,0,0,0,0,1,0,0,0.0,139
9197,10,115.79,105.0,1,0,0,0,0,1,0,0,0.0,36
9198,10,115.79,206.0,1,0,0,0,0,1,0,0,0.0,33
9199,10,115.79,4.0,1,0,0,0,0,1,0,0,0.0,22
9194,10,115.79,388.0,0,0,1,0,0,1,0,0,0.0,237
9185,10,115.79,246.0,0,1,0,0,0,1,0,0,0.0,1476
9191,10,115.79,0.0,0,1,0,0,0,1,0,1,0.0,804
9183,10,115.79,0.0,0,1,0,1,0,1,0,1,1.0,1664
9172,10,115.79,59.0,1,0,0,0,0,1,0,0,0.0,2434
9173,10,115.79,225.0,0,1,0,0,0,1,0,0,0.0,2270
9174,10,115.79,255.0,0,0,1,0,0,1,0,0,0.0,2237
9175,10,115.79,0.0,0,1,0,0,0,1,0,1,0.0,2216
9177,10,115.79,30.0,1,0,0,0,0,1,0,0,1.0,2090
9179,10,115.79,41.0,1,0,0,0,0,1,0,0,0.0,1945
9180,10,115.79,117.0,0,1,0,0,0,1,0,0,0.0,1767
9181,10,115.79,31.0,1,0,0,0,0,1,0,0,0.0,1725
9182,10,115.79,0.0,0,1,0,0,0,1,0,1,1.0,1696
9216,10,105.8,316.0,0,1,0,0,0,0,0,0,0.0,886
9217,10,105.8,178.0,0,0,1,0,0,0,0,0,1.0,798
9218,10,105.8,192.0,0,0,1,0,0,0,0,0,0.0,703
9219,10,105.8,16.0,1,0,0,0,0,0,0,0,1.0,591
9220,10,105.8,309.0,0,0,1,0,0,0,0,0,0.0,574
9221,10,105.8,83.0,0,1,0,0,0,0,0,0,0.0,445
9224,10,105.8,148.0,0,0,1,0,0,0,0,0,0.0,120
9223,10,105.8,71.0,1,0,0,0,0,0,0,0,0.0,260
9225,10,105.8,0.0,0,1,0,0,0,0,0,1,0.0,115
9226,10,105.8,71.0,1,0,0,0,0,0,0,0,1.0,90
9227,10,105.8,340.0,0,1,0,0,0,0,0,0,1.0,61
9215,10,105.8,5.0,0,1,0,0,0,0,0,0,0.0,1183
9222,10,105.8,181.0,1,0,0,0,0,0,0,0,1.0,351
9214,10,105.8,200.0,0,1,0,0,0,0,0,0,1.0,1216
9212,10,105.8,136.0,0,1,0,0,0,0,0,0,1.0,1363
9201,10,105.8,88.0,1,0,0,0,0,0,0,0,0.0,2669
9202,10,105.8,31.0,1,0,0,0,0,0,0,0,0.0,2665
9203,10,105.8,0.0,0,1,0,0,0,0,0,1,1.0,2376
9205,10,105.8,140.0,0,0,1,0,0,0,0,0,0.0,2252
9204,10,105.8,307.0,0,1,0,0,0,0,0,0,0.0,2321
9207,10,105.8,225.0,1,0,0,0,0,0,0,0,1.0,1708
9210,10,105.8,0.0,0,1,0,1,0,0,0,1,1.0,1525
9206,10,105.8,44.0,1,0,0,0,0,0,0,0,0.0,1841
9246,10,105.58,21.0,1,0,0,0,0,1,1,0,1.0,488
9244,10,105.58,231.0,1,0,0,0,0,1,1,0,0.0,673
9245,10,105.58,149.0,1,0,0,0,0,1,1,0,1.0,597
9247,10,105.58,29.0,1,0,0,0,0,1,1,0,0.0,455
9242,10,105.58,0.0,0,1,0,0,0,1,1,1,1.0,1092
9250,10,105.58,130.0,1,0,0,0,0,1,1,0,0.0,132
9251,10,105.58,0.0,0,1,0,1,0,1,1,1,1.0,34
9252,10,105.58,0.0,0,1,0,1,0,1,1,1,1.0,6
9241,10,105.58,46.0,1,0,0,0,0,1,1,0,0.0,1234
9228,10,105.58,150.0,0,1,0,0,0,1,1,0,1.0,2770
9229,10,105.58,264.0,0,0,1,0,0,1,1,0,0.0,2738
9230,10,105.58,165.0,0,0,1,0,0,1,1,0,0.0,2708
9232,10,105.58,0.0,0,1,0,1,0,1,1,1,1.0,2218
9233,10,105.58,107.0,0,1,0,0,0,1,1,0,0.0,1675
9231,10,105.58,91.0,1,0,0,0,0,1,1,0,0.0,2572
9235,10,105.58,42.0,1,0,0,0,0,1,1,0,0.0,1521
9236,10,105.58,40.0,0,1,0,1,0,1,1,0,1.0,1482
9237,10,105.58,131.0,0,1,0,0,0,1,1,0,0.0,1349
9238,10,105.58,21.0,0,1,0,0,0,1,1,0,1.0,1329
9234,10,105.58,127.0,1,0,0,0,0,1,1,0,0.0,1583
9270,10,103.1,275.0,0,0,1,0,0,0,0,0,1.0,599
9267,10,103.1,131.0,1,0,0,0,0,0,0,0,1.0,892
9269,10,103.1,796.0,0,0,1,0,0,0,0,0,0.0,720
9266,10,103.1,157.0,1,0,0,0,0,0,0,0,0.0,932
9273,10,103.1,207.0,0,1,0,0,0,0,0,0,0.0,419
9274,10,103.1,88.0,1,0,0,0,0,0,0,0,0.0,271
9276,10,103.1,449.0,0,0,1,0,0,0,0,0,0.0,2
9272,10,103.1,0.0,0,1,0,1,0,0,0,1,1.0,500
9263,10,103.1,83.0,1,0,0,0,0,0,0,0,1.0,1474
9253,10,103.1,215.0,0,0,1,0,0,0,0,0,0.0,2711
9264,10,103.1,39.0,1,0,0,0,0,0,0,0,0.0,1393
9256,10,103.1,172.0,0,0,1,0,0,0,0,0,1.0,2339
9255,10,103.1,0.0,0,1,0,1,0,0,0,1,0.0,2344
9259,10,103.1,3.0,1,0,0,0,0,0,0,0,0.0,2164
9260,10,103.1,171.0,0,0,1,0,0,0,0,0,0.0,2010
9261,10,103.1,85.0,1,0,0,0,0,0,0,0,0.0,1671
9258,10,103.1,22.0,1,0,0,0,0,0,0,0,1.0,2247
9300,10,106.07,109.0,0,0,1,0,0,0,0,0,1.0,612
9295,10,106.07,190.0,1,0,0,0,0,0,0,0,0.0,1088
9296,10,106.07,170.0,0,0,1,0,0,0,0,0,1.0,1012
9297,10,106.07,249.0,0,0,1,0,0,0,0,0,0.0,836
9299,10,106.07,3.0,0,1,0,0,0,0,0,1,1.0,702
9301,10,106.07,129.0,0,0,1,0,0,0,0,0,0.0,541
9294,10,106.07,181.0,0,0,1,0,0,0,0,0,0.0,1237
9303,10,106.07,8.0,0,1,0,0,0,0,0,1,0.0,499
9304,10,106.07,217.0,0,1,0,0,0,0,0,0,1.0,364
9305,10,106.07,21.0,1,0,0,0,0,0,0,0,0.0,232
9307,10,106.07,82.0,1,0,0,0,0,0,0,0,1.0,93
9308,10,106.07,228.0,1,0,0,0,0,0,0,0,0.0,57
9293,10,106.07,18.0,0,1,0,0,0,0,0,1,0.0,1266
9306,10,106.07,207.0,0,0,1,0,0,0,0,0,0.0,175
9291,10,106.07,214.0,0,0,1,0,0,0,0,0,1.0,1440
9292,10,106.07,231.0,1,0,0,0,0,0,0,0,0.0,1388
9277,10,106.07,41.0,1,0,0,0,0,0,0,0,0.0,2863
9278,10,106.07,268.0,0,0,1,0,0,0,0,0,1.0,2669
9279,10,106.07,318.0,0,0,1,0,0,0,0,0,1.0,2582
9281,10,106.07,3.0,0,1,0,0,0,0,0,1,1.0,2262
9282,10,106.07,57.0,1,0,0,0,0,0,0,0,1.0,2200
9283,10,106.07,80.0,1,0,0,0,0,0,0,0,1.0,2163
9280,10,106.07,144.0,1,0,0,0,0,0,0,0,0.0,2398
9285,10,106.07,304.0,0,0,1,0,0,0,0,0,1.0,1764
9286,10,106.07,62.0,1,0,0,0,0,0,0,0,0.0,1657
9287,10,106.07,210.0,1,0,0,0,0,0,0,0,1.0,1597
9288,10,106.07,345.0,0,0,1,0,0,0,0,0,0.0,1567
9290,10,106.07,149.0,1,0,0,0,0,0,0,0,0.0,1443
9284,10,106.07,121.0,1,0,0,0,0,0,0,0,1.0,2051
9338,10,107.83,245.0,0,0,1,0,0,0,1,0,1.0,908
9332,10,107.83,352.0,0,0,1,0,0,0,1,0,0.0,1231
9333,10,107.83,202.0,0,0,1,0,0,0,1,0,0.0,1192
9334,10,107.83,121.0,0,1,0,0,0,0,1,0,1.0,1162
9335,10,107.83,106.0,1,0,0,0,0,0,1,0,0.0,1127
9337,10,107.83,20.0,0,1,0,0,0,0,1,1,0.0,1058
9339,10,107.83,154.0,1,0,0,0,0,0,1,0,1.0,644
9346,10,107.83,15.0,1,0,0,0,0,0,1,0,1.0,135
9341,10,107.83,95.0,1,0,0,0,0,0,1,0,0.0,505
9342,10,107.83,176.0,1,0,0,0,0,0,1,0,0.0,449
9343,10,107.83,201.0,0,1,0,0,0,0,1,0,1.0,395
9344,10,107.83,5.0,0,1,0,0,0,0,1,1,0.0,356
9345,10,107.83,49.0,1,0,0,0,0,0,1,0,1.0,231
9347,10,107.83,304.0,0,0,1,0,0,0,1,0,0.0,106
9348,10,107.83,23.0,0,1,0,1,0,0,1,1,1.0,80
9340,10,107.83,226.0,0,0,1,0,0,0,1,0,1.0,549
9330,10,107.83,298.0,0,0,1,0,0,0,1,0,1.0,1338
9325,10,107.83,49.0,1,0,0,0,0,0,1,0,0.0,1582
9311,10,107.83,138.0,1,0,0,0,0,0,1,0,0.0,2739
9312,10,107.83,68.0,0,1,0,0,0,0,1,0,0.0,2718
9329,10,107.83,12.0,1,0,0,0,0,0,1,0,0.0,1463
9315,10,107.83,110.0,0,1,0,0,0,0,1,0,1.0,2617
9316,10,107.83,170.0,0,0,1,0,0,0,1,0,1.0,2481
9317,10,107.83,45.0,0,1,0,0,0,0,1,0,1.0,2441
9319,10,107.83,88.0,1,0,0,0,0,0,1,0,1.0,2204
9320,10,107.83,56.0,1,0,0,0,0,0,1,0,0.0,2194
9321,10,107.83,105.0,0,1,0,0,0,0,1,0,1.0,2177
9322,10,107.83,48.0,1,0,0,0,0,0,1,0,0.0,1845
9323,10,107.83,41.0,1,0,0,0,0,0,1,0,0.0,1788
9326,10,107.83,20.0,0,1,0,0,0,0,1,1,0.0,1568
9318,10,107.83,21.0,0,1,0,0,0,0,1,1,0.0,2328
9362,10,105.8,48.0,0,1,0,0,0,1,0,0,0.0,345
9368,10,105.8,194.0,0,0,1,0,0,1,0,0,1.0,40
9366,10,105.8,59.0,0,1,0,0,0,1,0,0,0.0,84
9367,10,105.8,0.0,0,1,0,1,0,1,0,1,0.0,42
9364,10,105.8,291.0,0,0,1,0,0,1,0,0,1.0,179
9359,10,105.8,1.0,1,0,0,0,0,1,0,0,1.0,1243
9360,10,105.8,162.0,1,0,0,0,0,1,0,0,0.0,1181
9357,10,105.8,0.0,0,1,0,0,0,1,0,1,0.0,1512
9356,10,105.8,150.0,0,1,0,0,0,1,0,0,0.0,1575
9353,10,105.8,189.0,1,0,0,1,0,1,0,0,1.0,2164
9351,10,105.8,82.0,0,1,0,1,0,1,0,0,1.0,2292
9350,10,105.8,0.0,0,1,0,1,0,1,0,1,1.0,2521
9349,10,105.8,0.0,0,1,0,1,0,1,0,1,1.0,2645
9358,10,105.8,118.0,1,0,0,0,0,1,0,0,1.0,1441
9384,10,108.0,148.0,0,1,0,0,0,1,0,0,0.0,1410
9385,10,108.0,0.0,0,1,0,0,0,1,0,1,1.0,1276
9388,10,108.0,161.0,1,0,0,0,0,1,0,0,0.0,911
9393,10,108.0,156.0,1,0,0,0,0,1,0,0,0.0,158
9390,10,108.0,340.0,0,0,1,0,0,1,0,0,0.0,533
9391,10,108.0,63.0,1,0,0,0,0,1,0,0,0.0,457
9383,10,108.0,149.0,1,0,0,0,0,1,0,0,0.0,1442
9394,10,108.0,194.0,1,0,0,0,0,1,0,0,0.0,60
9389,10,108.0,154.0,1,0,0,0,0,1,0,0,1.0,700
9382,10,108.0,0.0,0,1,0,1,0,1,0,1,1.0,1498
9392,10,108.0,293.0,0,0,1,0,0,1,0,0,0.0,332
9380,10,108.0,48.0,1,0,0,0,0,1,0,0,1.0,1618
9369,10,108.0,351.0,0,0,1,0,0,1,0,0,1.0,2737
9371,10,108.0,43.0,0,1,0,0,0,1,0,0,0.0,2676
9372,10,108.0,74.0,1,0,0,0,0,1,0,0,1.0,2594
9373,10,108.0,247.0,0,1,0,0,0,1,0,0,0.0,2423
9374,10,108.0,339.0,0,0,1,0,0,1,0,0,1.0,2338
9370,10,108.0,380.0,0,0,1,0,0,1,0,0,1.0,2708
9376,10,108.0,365.0,0,0,1,1,0,1,0,0,1.0,2203
9377,10,108.0,150.0,1,0,0,0,0,1,0,0,0.0,2171
9378,10,108.0,168.0,1,0,0,0,0,1,0,0,0.0,1790
9379,10,108.0,153.0,0,0,1,0,0,1,0,0,0.0,1685
9375,10,108.0,260.0,0,1,0,0,0,1,0,0,1.0,2247
9381,10,108.0,17.0,1,0,0,0,0,1,0,0,0.0,1534
9413,10,107.56,33.0,1,0,0,0,0,1,0,0,0.0,94
9412,10,107.56,66.0,1,0,0,0,0,1,0,0,0.0,572
9411,10,107.56,51.0,0,1,0,1,0,1,0,0,1.0,659
9409,10,107.56,11.0,1,0,0,0,0,1,0,0,0.0,946
9408,10,107.56,261.0,0,0,1,0,0,1,0,0,1.0,1007
9407,10,107.56,78.0,1,0,0,0,0,1,0,0,1.0,1197
9406,10,107.56,393.0,0,0,1,0,0,1,0,0,0.0,1297
9404,10,107.56,0.0,0,1,0,1,0,1,0,1,1.0,1552
9402,10,107.56,0.0,0,1,0,1,0,1,0,1,1.0,1980
9401,10,107.56,49.0,0,1,0,1,0,1,0,0,1.0,2002
9400,10,107.56,171.0,1,0,0,0,0,1,0,0,0.0,2170
9398,10,107.56,210.0,0,0,1,0,0,1,0,0,1.0,2404
9397,10,107.56,183.0,1,0,0,0,0,1,0,0,1.0,2439
9396,10,107.56,0.0,0,1,0,0,0,1,0,1,0.0,2538
9403,10,107.56,372.0,0,0,1,0,0,1,0,0,1.0,1680
9430,10,100.38,245.0,1,0,0,0,0,1,0,0,0.0,1356
9431,10,100.38,122.0,0,1,0,1,0,1,0,0,1.0,1174
9432,10,100.38,240.0,0,1,0,0,0,1,0,0,1.0,1142
9437,10,100.38,423.0,1,0,0,0,0,1,0,0,0.0,720
9434,10,100.38,348.0,0,0,1,0,0,1,0,0,0.0,1008
9435,10,100.38,269.0,0,0,1,0,0,1,0,0,0.0,856
9436,10,100.38,0.0,0,1,0,0,0,1,0,1,0.0,827
9438,10,100.38,79.0,1,0,0,0,0,1,0,0,0.0,255
9439,10,100.38,323.0,0,1,0,0,0,1,0,0,0.0,203
9427,10,100.38,266.0,0,0,1,0,0,1,0,0,0.0,1730
9414,10,100.38,5.0,0,1,0,0,0,1,0,0,1.0,2826
9417,10,100.38,99.0,0,1,0,0,0,1,0,0,0.0,2414
9418,10,100.38,372.0,0,0,1,0,0,1,0,0,0.0,2326
9420,10,100.38,112.0,0,0,1,1,0,1,0,0,1.0,2196
9421,10,100.38,146.0,0,1,0,0,0,1,0,0,0.0,2163
9423,10,100.38,0.0,0,1,0,0,0,1,0,1,0.0,2014
9419,10,100.38,123.0,0,1,0,1,0,1,0,0,1.0,2227
9468,10,115.79,0.0,0,1,0,0,0,0,1,1,1.0,720
